Headline,Class
ศาลรธน. ตีตกคำร้อง รมว.ยุติธรรม-ราชทัณฑ์ เอื้อประโยชน์ ‘ทักษิณ’ รักษาตัวชั้น 14,1
เอกนัฏ ยัน 36 สส.รวมไทยสร้างชาติ ยังปึ้ก ไม่ทิ้ง พีระพันธุ์ ซบพรรคโอกาสใหม่,1
กกต. ประสาน ตร. คุมเข้มดูแล เลือกตั้งอบจ. เชื่อ ไม่เกิดปัญหาบ้านใหญ่,1
นายกฯอิ๊งค์ ตอบแล้วไปมั้ย! หลังกกต. เรียกชี้แจงคำร้อง ‘ทักษิณ’ ครอบงำเพื่อไทย,1
กัณวีร์ ถกค้ามนุษย์ จี้รัฐบาลแก้ไข วันนอร์ รับลูกนัดกมธ.กฎหมาย-มั่นคง หารือด่วน,1
อิ๊งค์ มอบถุงยังชีพ ส่งกำลังใจชาวสุราษฎร์ ยันรบ.ดูแลเต็มที่ ชาวบ้านโผกอดอบอุ่น,0
ห้ามขาดห้ามลา! เพื่อไทย ฮึ่มสส. ร่วมโหวตกม.ประชามติ หนุนเสียงข้างมากชั้นเดียว,1
นายกฯ ลงเรือฝ่าน้ำมอบถุงยังชีพให้กำลังใจชาวบ้าน ย้ำอย่าลืมลงทะเบียนรับเงิน9พัน,0
พปชร. ลั่นรัฐบาลมัวทำอะไร จี้แจงเมียนมา จับ 4 ลูกเรือไทย รุกล้ำจริงหรือไม่,1
ส่องทะเบียนรถ นายกฯอิ๊งค์ ลงพื้นที่น้ำท่วมนครศรีธรรมราช-สุราษฎร์ มอบถุงยังชีพ,0
นายกฯ รุดเยี่ยมน้ำท่วมใต้ ถก 5 ผู้ว่าฯ ยันรัฐจ่ายเยียวยาไว คาดไม่เกิน20ธค.น้ำแห้ง,0
ฝ่ายค้าน นัดดินเนอร์ ถกเกมเปิดซักฟอก ยังหวัง ‘นายกฯอิ๊งค์’ ล็อกวันมาตอบกระทู้,1
ก่อแก้ว เชื่อพม่าปล่อย 4 ลูกเรือไทย ภายในม.ค.68 ฟุ้ง 'ภูมิธรรม' ทำงานเงียบๆ ไม่คุยโว,1
"ครม.ไฟเขียว เงินสงเคราะห์บุตร ผู้ประกันตน เพิ่มเป็น 1,000 บาท เริ่ม 1 ม.ค.68",0
‘ทักษิณ’ครอบงำเพื่อไทย กกต.เรียกหัวหน้าพรรคแจงแล้ว ร้องยุบพรรคยังค้าง8เรื่อง,1
ชญาภา แจงแล้วไม่จริง 'พานทองแท้' นั่งหัวหน้าทีมเศรษฐกิจ ซัดพวกปั้นน้ำเป็นตัว,1
ไม่ได้ยื้อ! กกต. แจง สั่งสอบเพิ่ม ‘หมอเกศ’ ปมใช้วุฒิลวง-ฮั้วเลือกสว. ยันไม่ล่าช้า,1
นายกฯอิ๊งค์ กั๊กส่ง ‘สจ.จอย’ ลงชิงเก้าอี้นายก อบจ.ปราจีนบุรี ในนามเพื่อไทย,1
โรม เศร้า 4ลูกเรือไทย ถูกศาลเมียนมาสั่งจำคุก ฉะรัฐบาลอ่อนแอ บี้ถามช่วยเต็มที่หรือยัง,1
โรม จับตาป.ป.ช. ทำคดีจนท.รัฐ ปมชั้น 14 แซะแรง ‘ทักษิณ’ แย่งลูกเป็นนายกฯ,1
นฤมล มั่นใจสัปดาห์นี้จบ 20 สส.ย้ายเข้ากล้าธรรม ‘ธรรมนัส’ จ่อนั่งประธานที่ปรึกษา,0
อนุทิน ขอส่งแค่ใจ โว ภท. ไม่ขนทัพใหญ่ช่วยหาเสียง นายกอบจ. แต่ยังเป็นเบอร์หนึ่ง,0
อย่าโยงดราม่า! ภูมิธรรม โว อันวาร์ ตั้ง ‘ทักษิณ’ มองเห็นฝีมือ ไม่ได้ครอบงำอาเซียน,1
ภูมิธรรม เผย 4 ม.ค.68 คาด 4 ลูกเรือประมงไทย ได้ปล่อยตัว ปัดแจงรายละเอียดข้อกล่าวหา,0
อนุทิน ชี้เคส สจ.โต้ง แค่วิวาท หนุน อิ๊งค์ คุมปราบมาเฟีย ลั่นไม่มีใครใหญ่กว่านายกฯ,1
ชญาภา เผยรัฐบาลแพทองธารทำถึง ดันท่องเที่ยว-อาหารไทยติดอันดับโลก สร้างมูลค่าเศรษฐกิจให้ประเทศ,0
นายกฯอิ๊งค์ ปลื้มผลหารือมาเลย์ จับมือแก้น้ำท่วม-ปัญหาชายแดนใต้-การศึกษา,0
ยื้ออีก! กกต.ยังไม่ฟัน‘หมอเกศ’ สั่งสอบเพิ่มใช้วุฒิการศึกษาหลอกลวง-ฮั้วเลือกสว.,1
จับตา 20 สส.ซบกล้าธรรม ‘ธรรมนัส’นั่งประธานกุนซือ ไผ่ ลิงค์ เป็นเลขา นฤมลหัวหน้า,0
นายกฯ แจงเมียนมาจำคุก 4 ลูกเรือไทย ชี้เป็นไปกระบวนการทางกฎหมาย ก่อนอภัยโทษ,0
แรงส์! พท. ตอกกลับ วิโรจน์ ไล่ไปดูหัวหน้าพรรคปชน. ได้ครึ่งที่ชาวบ้านคาดหวังมั้ย,1
พริษฐ์ หารือ‘ชูศักดิ์’ ปมแก้รธน. ฝากถึงนายกฯ โน้มน้าว สส.-สว.ทำประชามติ 2 ครั้ง,0
เพื่อไทย โดดป้อง นายกฯ อิ๊งค์ โต้หนีตอบกระทู้สภา ซัดฝ่ายค้านหาเรื่อง,1
ชินแล้ว! เอกนัฏ แจงวุ่น ‘ทักษิณ’เหน็บพรรคร่วม ยืนยันโหวตพรก. ไม่หวั่นไหว,1
ทักษิณ จัดเต็ม! ช่วย‘สว.ก๊อง’ หาเสียงนายก อบจ. ปราศรัย 4 เวที ทั่วเชียงใหม่,0
แทนคุณ จี้ ตร.-กต. ล่าตัว หมอบุญ คาดหลบหนีไปอิตาลี ร้องประธานสภาช่วยเร่งคดี,1
แพทองธาร ถก นายกฯมาเลเซีย จับมือผลักดันศก.-อุตสาหกรรมยาง-โครงการชายแดน,0
บิ๊กเล็ก ร่าวยาวปมทหารเกณฑ์ดับในค่าย ลั่นไม่ปล่อยให้เกิดอีก เข้มมาตรการลงโทษ,1
ทักษิณ-ธรรมนัส เตรียมร่วมงานสวดศพ สจ.โต้ง ปราจีนบุรี หลังถูกยิงดับ,0
"""ทักษิณ"" ขึ้นเวทีปราศรัยเชียงใหม่ช่วย ""สว.ก๊อง"" ชิงนายก อบจ.",0
จับกระแสการเมือง : วันที่ 23 ธ.ค.2567 “อนุทิน” ชงตั้ง 25 พ่อเมือง รทสช.แก้เกมพีระ..-เอกนัฏ พร้อม พัง,1
"รฟท.งัดกรรมสิทธิ์ ""เขากระโดง"" ลั่นทวงคืนอย่าโยงการเมือง",1
"เตือนรัฐบาลเร่งสร้างศก.เข้มแข็ง ""กัมพล"" หวั่นถูกลดเครดิตเรตติ้ง",0
“จิตรวรรณ” พ่ายเก๋าเพื่อไทย บารมี “ทักษิณ” คุมท้องถิ่น-ระดับชาติครบ,1
"""แพทองธาร"" ปัดตอบ ""ทักษิณ​"" เตรียมบินลังกาวี​พบ ""อันวาร์""",1
“พิธา” ขอชาวเชียงใหม่ เลือก “พันธุ์อาจ” เบอร์ 1 เป็นนายก อบจ.,0
"""อนุทิน"" ปัดตีกอล์ฟเคลียร์ขัดแย้ง ""ทักษิณ""",1
สมัคร อบจ.คึกคัก “ปัตตานี-แพร่-น่าน-ลำปาง-พิษณุโลก” ชิงเบอร์ 1-2,0
วันแรก! คึกคัก 47 จังหวัดเปิดรับสมัคร นายก อบจ. ถึง 27 ธ.ค.,0
"ฉายารัฐบาล 2567 ฉายารัฐบาล : รัฐบาล ""พ่อ"" เลี้ยง",1
"""กานต์ กัลป์ตินันท์"" คว้าชัยนั่งนายก อบจ.อุบลราชธานี",0
"""พรรคประชาชน"" ยอมรับผลเลือกตั้งนายก อบจ.อุบลฯ พร้อมลุยต่อ 17 จว.",0
"""ทักษิณ-อนุทิน"" ร่วมตีกอล์ฟสยบรอยร้าวรัฐบาล ?",1
"ลุ้นผลเลือกตั้ง อบจ.อุบลราชธานี ""กานต์"" คะแนนนำ",0
"กกต.ฟัน ""สส.ชวาล"" ปมแจงบัญชีใช้จ่ายเลือกตั้งไม่ตรงตามจริง",0
เปิดหีบลงคะแนน ปชช.ใช้สิทธิเลือกตั้งนายก อบจ.อุบลฯ - อุตรดิตถ์,0
อุตรดิตถ์คึกคัก! กกต. ชวนคนใช้สิทธิ์พรุ่งนี้ เลือกนายก อบจ.คนใหม่,0
กกต.เข้มเลือกตั้งนายก อบจ.อุบลฯ ส่งผู้เชี่ยวชาญร่วมสังเกตการณ์,0
"โค้งสุดท้าย ""พิธา-ธนาธร"" ลุยช่วยหาเสียงนายก อบจ.อุบลราชธานี",0
นายกฯ โดนอีก หนีตอบกระทู้ บูมเบอแรง “เพื่อไทย” ย้อนกลับ,1
โปรดเกล้าฯ แต่งตั้ง 41 ขรก.ตำรวจ-พระราชทานยศชั้นนายพล 19 ราย,0
รมว.กต.เมียนมา ยืนยันปล่อยตัว 4 ลูกเรือไทยเร็ว ๆ นี้,0
“สะใภ้ใต้” ลงใต้เสียที แรงกดดันที่มากกว่าบนบ่าสองข้าง,1
"""ธรรมนัส"" ย้ำทำการเมืองแบบใหม่ร่วมงาน ""พรรคกล้าธรรม""",0
"""ภท."" โหวตสวน สส. ""คว่ำ"" ร่าง กม.ประชามติ 2 ชั้น",0
แผนกินรวบ “บูรพาบางปะกง-ทะเลชลบุรี” นายก อบจ.ค่ายเพื่อไทย,1
"20 สส. ""กลุ่มธรรมนัส"" ย้ายซบ ""พรรคกล้าธรรม""",1
"ศาลรัฐธรรมนูญ ไม่รับคำร้องปมเอื้อ ""ทักษิณ"" นอนชั้น 14 รพ.ตำรวจ",1
"มวลชนกดดัน ป.ป.ช.เร่งไต่สวน 12 ขรก.เอื้อ ""ทักษิณ"" นอนชั้น 14",1
ไม่ถอย! สจ.จอย ประกาศลงชิง อบจ.ปราจีนบุรีดีลเพื่อไทย,1
ครม.อนุมัติเพิ่มงบจังหวัดประสบภัยน้ำท่วม 70 ล้านบาท,0
“ปานปรีย์” ชี้ ไทย-เมียนมา การทูต -ความมั่นคง แก้ปัญหา “ว้าแดง”,0
มติ สว.เห็นชอบร่าง กม.ประชามติ ฉบับกมธ.ร่วมฯ,0
ทักษิณท้ารบ “ภูมิใจไทย” ปมสังหาร “สจ.โต้ง” ล้างอิทธิพล “โกทร”,1
กกต.เผย 1 ก.พ.เลือกตั้ง ส.อบจ. 76 จังหวัด นายก อบจ. 47 จังหวัด,0
"""แพทองธาร"" ควง ""ทักษิณ"" นั่งรถไฟไปหัวหินสัมมนาเพื่อไทย",0
"ผู้สมัคร ""นายก อบจ.ตาก"" เร่งหาเสียงขอคะแนนโค้งสุดท้าย",0
เสียงปืนที่ปราจีนฯ สะท้อน “บ้านใหญ่” กับการเมืองของความกลัว,1
ขับ สส.กลุ่ม “ธรรมนัส” พ้นพปชร. “ดีล”ลงตัวหรือยิ่งถอยหลังลงคลอง,1
มติขับ 20 สส.กลุ่มธรรมนัสพ้น พปชร. จ่อซบพรรคกล้าธรรม,0
"""วันนอร์"" เผยนัดประชุมร่วมรัฐสภา 20 ธ.ค.นี้ ถกข้อตกลง FTA",0
ปลิดชีพ “สจ.โต้ง” วงจรการเมือง “ในรัก มีชัง” ใต้เงาบ้านใหญ่,1
"""นฤมล"" ปัดดีลเบรกสอบ ""ภูนับดาว"" แลกพปชร.ขับ 20 สส.",1
"""นพดล"" ชี้แจงกรณีเจรจา ""MOU 44"" ปัดยอมรับเส้นไหล่ทวีปของกัมพูชา",0
นายกฯ แถลงผลงาน 90 วัน ยันปี 68 โอกาสของคนไทยลุยเงินดิจิทัล,0
จับอดีตหน.สำนักอบต.ปลอมเอกสาร-แต่งเงินเดือนกู้แบงก์,0
"ถ่ายทอดสด ""แพทองธาร"" แถลงผลงานรัฐบาล 90 วัน - นโยบายเรือธงปี 68",0
สส.เพื่อไทย เตรียมลงมติ ถอนร่าง กม.กลาโหม พรุ่งนี้,0
"""ทักษิณ"" อ้อนคนอุบลฯ คืน สส.ให้เพื่อไทย",1
ครม.อนุมัติ มาตรการช่วยเหลือ SMEs - ลูกหนี้เปราะบาง,0
สุมฟืน โยนเข้ากอง(ทัพ)ไฟ พท.ดันแก้ร่างพ.ร.บ.จัดระเบียบกลาโหม,1
"ครม.ตั้งลูกหลานนักการเมือง ""บิ๊กล็อต"" นั่ง​ ขรก.การเมือง",0
กกต.รับรองผลเลือกตั้ง นายก อบจ. 5 จังหวัด 16 ธ.ค.นี้,0
สอบคุณสมบัติ “กิตติรัตน์” นั่งปธ.บอร์ดแบงก์ชาติยาวถึงต้นปี,0
"""ไอซ์ รักชนก"" รอดศาลไม่ถอนประกันตัวคดี ม.112 - พ.ร.บ.คอมฯ",0
"""ทักษิณ"" ลุยอุบลฯ ช่วย ""กานต์"" หาเสียงเลือกตั้งนายก อบจ.",0
"""วันนอร์"" ชี้ นายกฯ-รัฐมนตรี ควรมาตอบกระทู้สด อย่าซีเรียส",1
"เพื่อไทยโต้ ""สนธิ"" อ้าง MOU 44 ยังไม่เข้าสภาฯ อย่าโยง ""ทักษิณ""",1
"ยังไม่ตัดสินใจ ""ถาวร"" เปิดบ้านรับเทียบเชิญลงนายก อบจ.สงขลา",0
"แก้ ""กฎหมายกลาโหม"" ""เพื่อไทย"" ได้แต่ไม่ง่ายดังหวัง",1
"""สนธิ"" ​ยื่น​ ""นายกฯ"" ยกเลิก​ ""MOU​ 44​ - ​ JC 44""",0
"""ภูมิธรรม"" ตอบปมปล่อย 4 ลูกเรือไทยล่าช้า รอรัฐบาลเมียนมาตัดสินใจ",0
ยุติธรรมอำพราง “บุญทรง -ภูมิ-เสี่ยเปี๋ยง” fast track คดีจำนำข้าว,1
ไร้วี่แวว! 4 ลูกเรือประมงยังไม่ถึงไทย เมียนมาอ้างรอคำสั่งส่วนกลาง,1
ปิดเกมอำนาจลุงบ้านป่า “ทำลายคนข้างกาย-สอยคนข้างใจ”,1
กต.รอรับลูกเรือประมงไทย​ ยังไม่ชัดเจนกลับวันนี้หรือไม่,0
"ราชทัณฑ์แจงยิบปมพักโทษ ""เสี่ยเปี๋ยง"" เข้าเกณฑ์ป่วยร้ายแรง",1
ภาพแรก 4 ลูกเรือประมงไทย-ขั้นตอนรับตัวหลังเมียนมาปล่อยตัว,0
นายกฯ นำ ครม. ทำบุญตักบาตร เนื่องในวันคล้ายวันพระบรมราชสมภพ รัชกาลที่ 9,0
"ถอดรหัส ""เกาหลีใต้ -สิงคโปร์"" ประชาชนอำนาจสูง ""ต้านโกง""",1
13 ธ.ค.กมธ.จองคิวกรมป่าไม้-ส.ป.ก.ลงพื้นที่ไร่ภูนับดาว,0
กมธ.ร่วมฯประชามติ ส่งรายงานให้ 2 สภาฯ พิจารณา,0
“สามารถ” ใช้สารพัดวิธีสู้ แต่ไม่ได้ผลแถม “คดีงอก”,1
"""ทวี"" ชี้ข้อร้องเรียน ""มาเฟียเรือนจำ"" เป็นเรื่องเก่า - ไม่พบ จนท.เกี่ยวข้อง",1
"""นันทนา"" ค้านประชามติ 2 ชั้น หวั่นบิดเบือนเจตจำนงประชาชน",1
"""โรม"" ยกโมเดลรัฐสภาเกาหลีใต้ ทบทวน การเมือง-รัฐประหารไทย",1
“บุญทรง” ปรากฏตัวครั้งแรกหลังพักโทษ รายงานตัวคุมประพฤติเชียงใหม่,0
“บุญทรง” คนกุมความลับ “จำนำข้าว-ระบายมันเส้น”,1
"เลขา ป.ป.ช.เผยยังไม่ชี้มูลความผิด ""คดีชั้น 14"" - อยู่ระหว่างการตรวจสอบข้อมูล",0
"ครม.เคาะเยียวยาพื้นที่น้ำท่วมใต้ ครัวเรือนละ 9,000 บาท",0
"ครม.ตั้ง ""อุเมศ-วีระพงษ์"" ที่ปรึกษานายกรัฐมนตรี",0
"""ทวี"" ปัดปล่อยตัว ""บุญทรง"" เปิดทาง ""ยิ่งลักษณ์"" กลับไทย",0
ถึงคิว “หวานใจ” บิ๊กการเมือง ปม “สางแค้น” ยังมีภาคต่อ,1
กกต.ชี้แจงเหมาะสมแล้ว ไม่เลื่อนวันเลือก อบจ.วันที่ 1 ก.พ.68,0
"พรุ่งนี้ ครม.หารือตั้ง ""คกก.ศูนย์ภัยพิบัติแห่งชาติ”",0
"พักโทษ ""บุญทรง"" คดีรับจำนำข้าวคุมประพฤติถึง 21 เม.ย.71",0
“ภูมิธรรม” มอง “เชิดชัย” ขู่ยุบสภาแค่ปมเห็นต่างร่างประชามติ,1
"""สุนทร เบอร์ 1"" ชนะเลือกตั้ง นายก อบจ.กำแพงเพชร นั่งต่ออีกสมัย",0
เลือกตั้ง นายกอบจ.กำแพงเพชร ปชช.-นักการเมืองออกมาใช้สิทธิคึกคัก รู้ผลวันนี้,0
คนไทยไม่เห็นด้วยคดียุบพรรคเหมารวม นิด้าโพล เผย 81.37% ชี้ควรมีสิทธิร้องศาลรธน.,1
เลือกอบจ.กำแพงเพชร 1 ธ.ค.นี้ นับคะแนนเรียลไทม์เริ่ม 6 โมงเย็น,0
เอาคืนพยัคฆ์บ้านป่า “ใบสั่งการเมือง” พลังประชารัฐ ช่วงขาลง,1
เครือข่ายแรงงาน โวย ขึ้นค่าแรง 400 ทั่วปท. ล่ม ชี้ปมสิทธิยังล้าหลังโลกสากล ต้องแก้ที่ รธน.,1
‘คนใต้’ ขอของขวัญให้คนทุกภาคจากนายกฯ กป.อพช. คาใจ พท. ไม่แข็งขันดันแก้ รธน.,1
ส.ส.ประชาชน โต้ ทักษิณ หลังลั่นกลางเวที ขอเชียงใหม่คืน ลั่น ปชช.ไม่ใช่ของตายของใคร,1
ชาวอุบลฯพ้อ คนชุมพรอึ้ง! แก้ท่วมไม่ได้ ดันอยากเพิ่มเขื่อน ยื่นคำขาด รธน.ต้องได้แก้,1
หญิงชาวบ้าน ทรุดเข่าก้มกราบ ‘ทักษิณ’ หลังปรึกษาปัญหาชีวิต การ์ดรีบห้าม เตือนอย่าทำ,0
ทักษิณ อู้กำเมือง หาเสียงเชียงใหม่ ฮึ่มฟ้องพวกเห่าหอน ซัดปชน.ขี้โม้ เก่งแต่พูด,1
รทสช. ขอบคุณสื่อ ตั้งฉายา พีระพันธุ์-เอกนัฏ ยัน พร้อมพังในสิ่งไม่ถูกต้อง,0
ศิริกัญญา ลงพื้นที่ ให้กำลังใจผู้สมัครนายกอบจ.ปราจีน รับ ชนะไม่ง่าย แต่ขอทำการเมืองแบบใหม่,1
ไรเดอร์ขอร้อง อุ๊งอิ๊ง ‘แก้รธน.- คืนพ่อให้ลูก’ ปล่อยนักโทษการเมือง โอด ‘คนไทยมีแต่หนี้’ ไหนว่ามีใช้?,1
สนาม ส.อบจ.ฉะเชิงเทรา เดือด ลูกหลานตันเจริญ ตบเท้าสมัคร ลงชิงเก้าอี้,0
ส.ส.ประชาชน โต้ ทักษิณ หลังลั่นกลางเวที ขอเชียงใหม่คืน ลั่น ปชช.ไม่ใช่ของตายของใคร,1
พริษฐ์ เผย กก.ประธานรัฐสภา มีมติให้ ปธ.สภาฯ บรรจุร่างแก้รธน. เปิดทางมี สสร. -ทำประชามติ 2 ครั้ง,0
เอกนัฏ ขอบคุณสื่อตั้งฉายา รับเป็นสีสัน สมาชิก รทสช. แจง พร้อม‘พัง’ กากพิษ-ธุรกิจสีเทา,1
กลาโหม ยัน ไม่ได้ปิดด่านชายแดน จังหวัดตาก แค่สกัดอหิวาตกโรค อุดช่องทางธรรมชาติ,0
อิ๊งค์ มอบนโยบาย กอ.รมน.ปี’68 เข้มปราบยา แก๊งคอล ชี้คุ้นกับทหารแล้ว ตั้งแต่เรียนมินิ วปอ.,0
จิรัฏฐ์ แจงแทน ธิษะณา ชี้ ภาพสูบบุหรี่อยู่ในโซนอนุญาต ข้องใจเพื่อนส.ส.แอบถ่าย แนะสู้กันแฟร์ๆในสภา,1
นันทนา โวย สว.สีน้ำเงิน บล็อกโหวต นั่งกมธ.พัฒนาการเมือง ซัด ศรีธนญชัย เกรียงไกร ยันใช้มติได้หากเกินจำนวน,1
ผบ.ทบ. เผยสถานการณ์ ‘ว้าแดง’ ยันทุกอย่างเรียบร้อยดี ไม่มีปัญหา,0
วิสุทธิ์ ชอบฉายา รัฐบาลพ่อเลี้ยง คนเหนือนับเป็นมงคลชีวิต ป้องนายกฯ ถือไอแพดดูข้อมูลดีแล้ว,1
นายกฯอิ๊งค์เชื่อ ทักษิณบินพบ อันวาร์ น่าจะเป็นเรื่องดีต่อการพัฒนาชายแดนใต้,0
วิปรัฐบาล รับแก้รธน.ไม่ทันเลือกตั้งปี 70 แจงเหตุตั้ง ส.ส.ร.ก่อนไม่ได้,0
ประธานวิปรบ. เชื่อ นายกฯไปตอบกระทู้ในสภาแน่ ถ้าไม่ติดภารกิจ มั่นใจสัปดาห์นี้ รมต.มาทุกคน,0
ทักษิณ ยันเพื่อไทยทำเศรษฐกิจดี คนเหนือเป็นพ่อเลี้ยงกันหมด ชี้ อิ๊งค์ เก่งกว่าตัวเองตอนเริ่มต้น,1
พิธา ไม่เห็นด้วย ฉายา แพทองโพย แนะ อิ๊งค์ ใช้เวทีสภา ลบข้อครหา รัฐบาลพ่อเลี้ยง,1
ทักษิณ ชี้ ไม่มีอะไรต้องเคลียร์ อนุทิน เรื่องธรรมดาลิ้นกับฟันจะกัดโดนกัน ลั่น ไม่มีปัญหาทำงานร่วมกันได้,1
สภากลาโหม เคาะสมุดปกขาว ลดนายพลตบยุง 50% ในปี 71 จ่อร่วมเอกชนตั้งฐานส่งวัตถุอวกาศ,1
ภูมิธรรม จวก พวกปั่นกระแสจุดไฟสงครามไทย-ว้า เชื่อปัญหาเขตแดนทางบก-MOU44 การเจรจา คือทางออก,1
เฉลิมชัย ไม่เคืองได้ฉายา ประชาธิเป๋ ชี้ต้องอยู่กับสื่ออีกนาน พร้อมทำงานให้ดีขึ้น,1
รมว.กลาโหม สั่งปิดชายแดนไทย-เมียนมา 1 เดือน สกัดอหิวาตกโรค เข้มมาตรการสุขภาพ,0
ธนาธร นำ นพดล สมัครนายกอบจ.สมุทรปราการ ลั่นพรรคต้องการเติบโตแบบคงเส้นคงวา,0
ภูมิธรรม ยิ้มรับฉายา สหายใหญ่ใส่บู๊ต บอกน้ำท่วมก็สวมตลอด หอบข้าวแจกปีใหม่ แซวไม่ใช่ข้าว 10 ปี,1
เลขากกต.ชี้เป็นสิทธิ ชวาล ต่อสู้คดีรายงานค่าใช้จ่ายเลือกตั้งไม่ครบถ้วน ให้ไปว่ากันในชั้นศาล,0
โฆษก ศธ. แจง ‘บิ๊กอุ้ม’ ติดกลุ่ม ‘รมต.โลกลืม’ แต่ผลงานเพียบ เอกชนปลื้ม,1
ส.ว.โวย รัฐบาลเทตอบ 5 กระทู้ ตั้งฉายา อิ๊งค์ “นายกฯนินจา”,1
สมัครอบจ.ปราจีนฯคึก สจ.จอย สวมเสื้อเพื่อไทย ลงสมัคร ฝั่งทีมงาน โกทร ยังเงียบ,0
เท้ง พา ‘เลิศมงคล’ ชิงนายก อบจ.นนท์ ชน ‘ธงชัย’ มั่นใจ 100% กวาด ส.ส.ยกจังหวัดมาแล้ว,0
‘จิราพร‘ เรียกประชุมกางแผนประชาสัมพันธ์ พระราชพิธีสมมงคล 14 ม.ค. 68,0
อิ๊งค์ ขอบคุณคนอุบลฯเลือกเพื่อไทย ชนะนายก อบจ. ชี้ถ้ามีโอกาส จะไปช่วยหาเสียง,0
นายกฯอิ๊งค์ ยันเร่งฟื้นภาคใต้ อวยพรปีใหม่ เดินทางปลอดภัย จิตใจเบิกบาน,0
พริษฐ์ ไม่กล้าคิดฉายาแข่งสื่อ แต่ยกเคส ค่าไฟแพง อธิบายภาวะรบ.เพื่อไทย ที่อยู่ได้ด้วยกลุ่มทุน,1
นายกฯอิ๊งค์ ไม่โกรธฉายา แพทองโพย มองมุมดี รัฐบาลพ่อเลี้ยง เพราะพ่อมีประสบการณ์,1
นายกฯ ชี้ ทักษิณ-อนุทิน รู้จักกัน20ปี ตีกอล์ฟร้องเพลงกัน ไม่แปลก เชื่อ ไม่มีปัญหา พร้อมคุยกับทุกพรรคร่วม,1
อนุทิน ลั่นเอาผิดถึงที่สุด ปม อส.ยิงคนดับ วอนอย่าเหมารวม กำชับนายอำเภอกวดขันวินัยเคร่งครัด,1
อนุทิน น้อมรับฉายา ‘ภูมิใจขวาง’ ลั่นภูมิใจทำประโยชน์ให้บ้านเมือง กำชับ เพิ่มพูน-นภินทร ทำอะไรปชช.ต้องรู้,1
พิชัย แจง 2 รมช.พาณิชย์ ติดฉายารมต.โลกลืม ขยันทำงาน แต่ออกสื่อน้อย,1
เท้ง เผย เตรียมทีมกม.สู้ ปมกกต.สั่งดำเนินคดี ชวาล ยื่นบัญชีใช้จ่ายเท็จ ชี้ข้อหาเล็กเงินไม่กี่พัน,1
ทักษิณ ควง ‘อนุทิน’ ดวลวงสะวิงสยบ ‘พท.-ภท.’ ร้าว ‘สารัชถ์-คงกระพัน’ ร่วมก๊วน,1
‘โทนี่’ บินเชียงใหม่ขึ้น ‘4เวที’ ช่วย ส.ว.ก๊องป้องแชมป์อบจ. ‘พิธา’ปาดหน้าหาเสียง,1
กกต.เชียงใหม่ ชี้ ส.ว.ก๊อง เสียเปรียบค่าใช้จ่ายเลือกตั้ง 4 เท่า เหตุลาออกก่อนครบวาระ,0
กานต์ กัลป์ตินันท์ ประกาศชัยชนะ นายก อบจ.อุบลราชธานี ยอมรับได้แรงหนุนจาก ‘ทักษิณ’,1
ทักษิณ ส่งคลิปเชียร์ ‘สลักจฤฎดิ์’ อ้อนคนเชียงราย ลงคะแนนให้ได้นั่งนายก อบจ.อีก,0
พิธา ดันคนรุ่นใหม่ชิงนายกอบจ.เชียงใหม่ ไม่หวั่น ทักษิณ ลงพื้นที่ หวังสื่อจัดดีเบตโชว์วิชั่นผู้สมัคร,1
ชวาล ยินดีพิสูจน์ตามกระบวนการศาล หลัง กกต.สั่งดำเนินคดีอาญา ยื่นบัญชีใช้จ่ายเท็จ,0
นับ 100% แล้ว ชัยศิริ รักษาตำแหน่งนายกอบจ.อุตรดิตถ์ เป็นสมัยที่ 5,0
นับแล้ว 98% ชัยศิริ แชมป์เก่า รั้งตำแหน่งนายกอบจ.อุตรดิตถ์ เป็นสมัยที่ 5,0
ทักษิณ จัดหนัก 4 เวทีปราศรัยช่วย ส.ว.ก๊อง หาเสียงนายก อบจ.เชียงใหม่ 23-24 ธ.ค. ชนพิธา,1
มท.4 ลุยสตูล ผลักดันการค้าชายแดน-การท่องเที่ยวธรรมชาติ,0
ส.จ.ตี๋-อดีต ส.ส.มานิตย์ ตื่นตัว รู้ข่าว กกต.สั่งฟันอาญา ‘ชวาล’ ลั่นพร้อมรับศึกเลือกตั้งอยู่แล้ว,0
"ปชน. ลงภาคใต้ รับฟังปัญหาหลังน้ำลด ลิซ่า จี้ รบ.เยียวยา 9,000 บาทถ้วนหน้า",1
กกต.สั่งดำเนินคดีอาญา ชวาล ส.ส.พรรคประชาชน ยื่นบัญชีใช้จ่ายเท็จ โทษคุก-ตัดสิทธิ 5 ปี,0
บิ๊กป้อม ส่ง ‘สนธิรัตน์-กรกสิวัฒน์’ ลงตราด รับเรื่องร้องเรียน ขอรัฐหยุด MOU 44,0
‘ทักษิณ’ ควง ‘อนุทิน’ ออกรอบ ที่สนามกอล์ฟ สโตนฮิลล์ สยบข่าว ‘พท.-ภท.’ ร้าว,1
รอยร้าว ‘ความคิด’ เพื่อไทย-ภูมิใจไทย รอยร้าวรัฐบาล,1
วิสุทธิ์ โวดัน กม.เพื่อประโยชน์ ปชช. 20 ฉบับ ลั่นวางแนวชัดก่อนเสนอวิป,1
